codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280010,Amparo de São Francisco,2380,51,89,140,232,92,202,72,61,0,0,41,93,7,45,0,0,27,0,0
280020,Aquidabã,21681,481,932,1543,2284,664,1681,371,338,18,0,459,738,128,276,17,0,78,0,0
280030,Aracaju,664908,10149,24138,47854,80240,19280,58656,13478,21389,249,0,11488,25530,0,13239,239,0,0,0,0
280040,Arauá,9947,149,348,644,872,332,580,182,152,0,0,204,224,0,142,0,0,40,0,0
280050,Areia Branca,18686,281,548,1047,1501,491,1109,333,241,0,0,323,522,23,232,0,0,53,48,0
280060,Barra dos Coqueiros,30930,358,816,1754,2345,565,1805,305,521,0,0,406,840,38,242,0,0,62,1,0
280067,Boquim,26899,476,1158,1852,2986,756,2525,502,568,9,0,559,1132,257,283,9,0,155,55,0
280070,Brejo Grande,8353,121,199,417,518,148,342,93,108,0,0,141,93,0,69,0,0,24,0,0
280100,Campo do Brito,18218,408,774,1318,1895,825,1648,613,239,0,0,418,727,264,231,0,0,347,35,0
280110,Canhoba,4006,72,156,232,388,118,311,66,74,0,0,96,141,0,53,0,0,13,0,0
280120,Canindé de São Francisco,30402,278,703,1214,1675,695,1352,500,359,0,0,329,659,5,237,0,0,236,27,0
280130,Capela,34514,564,1121,2006,3013,803,2131,402,618,0,0,624,782,107,275,0,0,127,0,0
280140,Carira,22239,450,956,1559,2212,862,1538,603,240,0,0,503,793,2,219,0,0,341,43,0
280150,Carmópolis,16937,117,294,770,901,371,708,289,271,0,0,136,297,4,235,0,0,54,0,0
280160,Cedro de São João,5913,140,291,399,708,218,537,129,130,0,0,133,270,4,115,0,0,14,0,0
280170,Cristinápolis,18029,202,496,876,1447,627,780,417,295,0,0,285,200,0,285,0,0,132,0,0
280190,Cumbe,3998,94,198,262,474,154,422,117,70,0,0,94,195,63,64,0,0,32,21,0
280200,Divina Pastora,5215,69,155,317,434,184,397,153,118,0,0,77,145,57,109,0,0,23,21,0
280210,Estância,69556,1093,2308,4544,6608,1498,5180,1249,1435,33,0,1155,2223,334,751,33,0,461,4,0
280220,Feira Nova,5601,100,217,383,513,203,365,141,69,0,0,91,205,0,65,0,0,76,0,0
280230,Frei Paulo,15556,294,608,994,1455,565,1413,538,207,0,0,285,562,359,163,0,0,252,123,0
280240,Gararu,11601,203,448,701,1033,403,714,206,136,0,0,255,304,19,97,0,0,100,9,0
280250,General Maynard,3384,47,109,207,323,133,248,112,92,0,0,52,104,0,96,0,0,16,0,0
280260,Gracho Cardoso,5824,150,281,469,693,303,599,223,88,0,0,166,260,85,72,0,0,144,7,0
280270,Ilha das Flores,8521,170,275,452,692,192,548,119,107,0,0,183,238,20,86,0,0,33,0,0
280280,Indiaroba,18149,221,453,850,1182,362,960,238,188,0,0,274,402,96,167,0,0,57,14,0
280290,Itabaiana,96142,1449,3289,6024,9767,3517,8185,2751,1960,148,0,1882,2972,1223,1023,148,0,1388,192,0
280300,Itabaianinha,42166,630,1353,2494,3391,741,2471,374,532,0,0,649,1062,228,280,0,0,94,0,0
280310,Itabi,4886,115,264,446,613,253,498,127,89,0,0,100,261,48,64,0,0,63,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,2696,796,2245,621,486,0,0,457,1117,185,457,0,0,164,0,0
280330,Japaratuba,18907,302,670,1215,1710,690,1154,413,259,0,0,294,581,20,245,0,0,156,12,0
280340,Japoatã,13429,208,477,734,1165,345,789,197,207,0,0,248,324,10,155,0,0,42,0,0
280350,Lagarto,105221,1941,4108,7217,12540,3025,10210,1991,3274,48,0,1982,3845,1061,1483,45,0,418,45,0
280360,Laranjeiras,30080,269,727,1448,1965,665,1278,447,416,0,0,289,568,5,374,0,0,70,3,0
280370,Macambira,6961,178,337,535,795,335,798,242,88,0,0,188,441,81,69,0,0,114,59,0
280380,Malhada dos Bois,3699,55,111,180,337,147,297,87,98,0,0,74,124,1,81,0,0,6,0,0
280390,Malhador,12653,203,468,914,1071,421,735,283,135,0,0,217,379,4,119,0,0,163,1,0
280400,Maruim,17271,179,453,898,1211,561,1098,411,251,0,0,251,481,115,220,0,0,132,59,0
280410,Moita Bonita,11348,318,611,904,1405,565,1046,404,130,0,0,318,571,27,111,0,0,291,2,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1088,448,937,376,179,0,0,208,406,144,154,0,0,187,35,0
280430,Muribeca,7639,120,263,500,661,201,488,143,98,0,0,124,256,10,88,0,0,43,12,0
280440,Neópolis,18703,361,698,1274,1876,586,919,304,339,0,0,291,237,52,261,0,0,43,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1000,380,831,284,138,0,0,216,421,56,136,0,0,148,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,3231,1241,2909,888,740,20,0,671,1216,262,317,19,0,476,76,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2559,1089,1692,928,404,0,0,549,709,30,377,0,0,539,12,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,678,228,580,192,113,0,0,154,256,57,103,0,0,70,19,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,11256,3415,7546,2177,2130,36,0,1423,3242,715,1045,36,0,855,241,0
280490,Pacatuba,14540,230,455,822,1099,309,902,170,151,0,0,222,422,107,120,0,0,50,0,0
280500,Pedra Mole,3285,65,121,245,319,149,316,133,60,0,0,66,136,54,52,0,0,63,18,0
280510,Pedrinhas,9665,156,335,604,783,213,576,115,105,0,0,179,292,0,83,0,0,32,0,0
280520,Pinhão,6627,134,336,524,731,281,537,194,80,0,0,125,293,39,73,0,0,105,16,0
280530,Pirambu,9359,130,267,522,720,360,595,256,154,0,0,154,221,66,149,0,0,107,0,0
280540,Poço Redondo,35122,399,1056,1672,2656,826,1918,606,385,0,0,469,969,95,245,0,0,351,10,0
280550,Poço Verde,23867,576,1241,1828,2781,731,2125,501,348,0,0,534,977,266,265,0,0,165,71,0
280560,Porto da Folha,28693,477,1002,1660,2677,1277,2461,1079,373,0,260,492,985,351,334,0,260,422,63,0
280570,Propriá,29692,524,990,1914,2859,729,2362,516,824,21,0,565,765,187,369,21,0,120,6,0
280580,Riachão do Dantas,19809,386,781,1181,1983,623,1543,452,300,0,0,456,758,29,296,0,0,122,34,0
280590,Riachuelo,10284,116,275,517,835,325,631,272,199,0,0,133,238,61,195,0,0,57,20,0
280600,Ribeirópolis,18773,438,892,1340,2123,933,1856,688,338,48,0,435,798,237,272,48,0,342,26,0
280610,Rosário do Catete,11008,97,240,544,824,404,648,267,240,0,0,129,263,16,214,0,0,53,0,0
280620,Salgado,20025,352,780,1250,1867,757,1559,537,257,0,0,402,761,139,222,0,0,268,47,0
280630,Santa Luzia do Itanhy,14121,156,374,758,956,286,685,164,151,0,0,176,331,27,128,0,0,32,4,0
280650,Santa Rosa de Lima,3923,88,163,239,522,182,393,153,93,0,0,134,166,0,74,0,0,41,38,0
280640,Santana do São Francisco,7844,111,218,375,453,153,388,132,95,0,0,92,165,36,89,0,0,23,20,0
280660,Santo Amaro das Brotas,12151,205,399,774,1023,443,550,231,162,0,0,225,163,0,146,0,0,85,0,0
