codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034
280010,Amparo de São Francisco,2380,51,89,140,1139,656,30,1122,401,29,72,0,0,42,99,141,0,183,27,0,208,44,1,0,0,19,0,0,37,0,0,2,42,49,56,10,0,58,3,65,0,0,40,94,41,0,135,13,0,0,2,0,0,0,0,0,0,1,0,0,1,2,5,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3
280020,Aquidabã,21681,481,932,1543,8661,4374,210,8376,2529,210,473,18,0,485,864,1420,0,159,24,44,630,806,0,0,0,47,42,68,519,0,0,106,660,768,688,51,12,489,3,386,17,0,426,820,839,0,1,19,0,8,0,0,0,0,0,0,0,1,0,0,0,4,1,0,4,2,1,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0
280030,Aracaju,664908,10149,24138,47854,302969,142634,11665,309031,92822,11635,38056,249,0,11966,25307,47310,324,203,4871,0,37810,9752,284,630,450,823,1246,0,127426,0,0,55,0,0,0,2269,0,0,0,23603,235,0,11561,23795,31385,43,137,1675,0,342,1,0,1,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11635,0,0,0,0,0,0,0,0,0,0
280040,Arauá,9947,149,348,644,3619,1712,100,3548,1077,81,171,0,0,211,466,641,0,0,12,112,385,204,0,0,0,12,12,36,277,0,0,30,325,611,0,35,8,0,0,162,0,0,211,466,229,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,25,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,7054,2811,185,6708,2240,198,294,0,0,338,579,1032,1,0,62,127,672,254,180,494,0,28,24,65,451,0,0,0,645,651,615,61,13,116,6,253,0,0,305,564,410,0,0,10,1,8,0,0,0,0,18,1,2,7,0,0,0,8,18,635,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2
280060,Barra dos Coqueiros,30930,358,816,1754,11179,5295,845,11212,2990,946,611,0,0,436,880,1731,1,201,85,104,1506,565,0,0,0,114,18,3,711,0,506,253,1039,1387,890,132,36,3,0,506,0,0,387,870,1166,0,5,39,1,3,0,0,0,0,0,0,0,5,0,0,0,2,5,1,0,0,0,0,3,0,0,2,2,0,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2
280067,Boquim,26899,476,1158,1852,10455,5396,255,9727,3286,251,718,9,0,570,1198,1798,0,0,68,143,1421,400,0,0,0,54,54,127,692,0,0,300,769,768,545,70,23,0,0,600,9,0,524,1183,857,0,0,22,0,19,61,0,0,0,0,2,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0
280070,Brejo Grande,8353,121,199,417,3592,2138,75,3292,1058,59,155,0,0,154,200,444,0,699,14,8,465,250,0,0,0,0,0,0,148,0,0,0,179,209,208,20,5,130,4,143,0,0,151,192,63,0,500,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,8,0,0,39,4
280100,Campo do Brito,18218,408,774,1318,6886,3535,175,6307,2047,175,324,0,0,438,812,1213,0,0,14,160,601,329,0,0,0,31,52,206,549,0,0,20,661,577,215,85,18,2,0,242,0,0,429,780,586,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0
280110,Canhoba,4006,72,156,232,1839,993,40,1538,455,40,120,0,0,103,175,356,0,0,8,22,151,75,0,0,0,19,4,0,163,0,0,0,207,103,9,20,3,0,0,80,0,0,98,169,100,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,8733,3830,275,8233,2257,275,579,0,0,343,817,1280,0,419,78,130,1381,408,0,0,0,64,21,62,578,19,0,85,767,786,166,197,53,0,0,366,0,0,333,772,397,0,342,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0
280130,Capela,34514,564,1121,2006,14563,6313,315,13047,3456,357,832,0,0,565,1115,1827,0,596,54,35,1976,522,0,0,0,112,17,103,630,0,0,229,744,927,1137,177,39,1029,381,629,0,0,564,960,748,0,498,39,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232
280140,Carira,22239,450,956,1559,8165,4182,195,8336,2760,194,369,0,0,512,968,1719,0,0,18,79,1609,375,0,0,0,26,0,93,464,0,0,4,568,664,546,50,26,241,5,287,0,0,489,968,1005,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0
280150,Carmópolis,16937,117,294,770,4965,1941,155,4606,749,155,357,0,0,123,329,770,0,0,122,36,698,240,0,0,0,87,2,27,311,0,0,149,387,405,399,47,9,108,0,254,0,0,86,159,205,0,0,31,0,7,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0
280160,Cedro de São João,5913,140,291,399,2470,1179,60,2377,839,60,168,0,0,117,309,373,0,0,9,19,423,129,0,0,0,16,0,0,174,0,0,0,194,207,153,8,1,77,0,131,0,0,141,306,249,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0
280170,Cristinápolis,18029,202,496,876,5831,2977,165,5140,1863,164,370,0,0,294,502,817,0,0,12,70,891,273,0,0,0,24,28,6,293,0,0,0,370,441,411,33,3,300,2,306,0,0,271,504,765,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,14,21,0,0,98,3
280190,Cumbe,3998,94,198,262,1840,1049,45,1777,682,45,83,0,0,98,199,250,0,192,8,35,136,70,0,0,0,7,10,14,123,0,0,2,158,165,161,16,2,48,0,77,0,0,96,198,146,0,156,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0
280200,Divina Pastora,5215,69,155,317,1758,860,50,1761,495,50,174,0,0,78,150,241,0,0,13,35,180,160,0,0,0,36,6,9,94,0,0,9,144,171,189,24,4,44,0,117,0,0,70,149,148,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0
280210,Estância,69556,1093,2308,4544,27616,12648,2500,23755,7427,2510,2184,33,0,1290,2076,4145,1,261,300,106,4148,953,118,228,0,0,466,170,642,118,3,45,1404,1514,2332,271,110,837,0,1712,33,0,1278,1969,2130,0,206,59,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0
280220,Feira Nova,5601,100,217,383,2083,923,55,1849,620,52,87,0,0,108,211,349,0,0,8,40,223,117,0,0,0,15,0,52,132,0,0,8,166,180,125,25,3,0,0,80,0,0,107,208,216,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,3,39,0,0,0,0
280230,Frei Paulo,15556,294,608,994,6527,2745,150,6832,1948,150,252,0,0,308,596,1017,0,183,14,160,638,264,0,0,0,61,11,100,478,0,0,290,421,555,466,63,23,506,426,211,0,0,293,581,668,0,168,9,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0
280240,Gararu,11601,203,448,701,4258,2058,120,4130,1219,115,172,0,0,257,520,737,0,0,15,9,262,230,0,0,0,14,15,6,430,0,0,51,471,472,350,22,6,91,0,133,0,0,248,508,311,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0
280250,General Maynard,3384,47,109,207,1234,657,35,1227,376,35,132,0,0,53,106,211,0,0,26,59,159,77,0,0,0,35,0,7,86,0,0,0,114,105,39,11,7,0,0,98,0,0,50,106,117,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2363,1163,65,2387,821,71,147,0,0,172,286,480,0,0,14,78,460,103,0,0,0,25,3,11,149,0,0,3,189,178,32,46,11,0,0,105,0,0,172,286,246,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,3213,1677,80,2995,992,70,158,0,0,190,281,529,0,322,13,71,337,186,0,0,0,13,5,5,202,0,0,0,210,237,202,25,9,0,0,110,0,0,177,268,186,0,242,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
280280,Indiaroba,18149,221,453,850,5495,2582,145,5259,1423,147,281,0,0,291,453,796,0,136,56,45,457,379,4,0,0,28,5,1,448,0,0,5,508,517,568,37,13,218,13,228,0,0,235,425,350,0,136,30,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3
280290,Itabaiana,96142,1449,3289,6024,36789,15941,2400,35205,9924,2419,3239,246,0,1955,3433,6290,20,0,242,336,4598,1171,0,0,0,257,76,1964,2648,766,0,1129,2667,1856,1868,377,67,0,0,1997,229,0,1713,3371,2417,9,0,121,1,46,8,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,0,0,17,9,0,0,3,13,7,0,0,5,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,600,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,15363,6451,370,14837,3784,370,834,0,0,697,1429,2274,2,0,68,290,2549,624,0,0,0,18,71,156,664,6,0,1131,828,844,1054,162,38,770,328,557,0,0,631,1351,1207,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,30,0,0,1,8,2,0,0,0,0,1,2,19,0,0,12,17,36,57,0,0,128,48
280310,Itabi,4886,115,264,446,2229,1033,55,2046,674,56,132,0,0,105,286,409,0,0,8,65,297,119,0,0,0,0,2,9,158,0,0,2,165,186,78,20,5,0,0,92,0,0,106,280,186,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,28,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,12005,5721,330,11227,3262,330,723,0,0,477,1392,1796,0,0,60,198,2129,553,0,0,0,30,51,56,611,0,0,618,829,964,295,110,30,121,184,584,0,0,499,1176,967,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,0,25,25
280330,Japaratuba,18907,302,670,1215,7130,3665,175,6888,2108,175,351,0,0,298,706,1099,0,335,33,117,680,370,0,0,0,74,1,21,525,2,0,71,504,584,677,72,18,350,0,266,0,0,294,655,458,0,303,0,0,9,0,0,0,0,35,0,0,5,0,0,0,21,45,10,7,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,15,22,63,0,0,60,0
280340,Japoatã,13429,208,477,734,5254,2770,135,5144,1645,145,252,0,0,258,502,803,0,533,27,118,558,240,0,0,0,33,1,4,374,0,0,130,393,443,405,59,4,6,1,215,0,0,171,468,368,0,419,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,6,27,92,0,0,5,0
280350,Lagarto,105221,1941,4108,7217,47012,22170,2500,44684,14235,2510,4349,50,0,2046,4191,7011,9,664,191,750,4531,1864,0,0,0,106,198,920,2883,226,0,429,3481,3840,2760,363,74,3748,0,3183,48,0,1859,3861,3796,0,641,80,21,181,1,0,0,0,0,2,0,56,0,0,1,120,355,6,17,3,4,0,395,0,0,1,6,14,0,0,0,3,29,12,0,0,0,0,1,9,81,0,0,6,112,243,1171,0,0,427,0
280360,Laranjeiras,30080,269,727,1448,14914,6945,490,14752,3919,490,620,0,0,295,717,1292,0,2062,105,79,3235,546,0,0,0,39,40,62,501,0,1,904,660,777,930,87,28,978,794,434,0,0,263,715,916,0,1134,3,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,101,0,0,369,0
280370,Macambira,6961,178,337,535,3000,1425,70,2968,974,70,134,0,0,186,320,515,0,0,11,25,533,118,0,0,0,13,29,32,286,0,0,106,218,216,156,29,8,33,0,100,0,0,254,328,214,0,0,10,3,18,1,0,0,0,0,0,1,16,0,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,56,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1363,692,40,1306,376,0,107,0,0,76,125,215,0,0,18,16,247,92,0,0,0,2,0,7,132,0,0,8,131,102,1,27,0,0,0,97,0,0,62,124,84,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4720,2196,120,4433,1172,119,187,0,0,222,497,845,0,0,13,75,471,271,0,0,0,32,69,188,339,0,0,0,420,448,287,53,16,0,0,138,0,0,220,453,330,0,0,10,0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,96,0,0,0,0
280400,Maruim,17271,179,453,898,5417,2426,165,5175,1367,165,304,0,0,242,534,1021,1,0,54,152,707,278,0,0,0,46,32,18,440,0,0,261,455,419,113,73,25,0,0,258,0,0,222,493,290,0,0,29,2,5,0,0,0,0,1,0,2,12,0,0,0,46,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,7,10,0,1,1,12,83,45,0,0,0,0
280410,Moita Bonita,11348,318,611,904,5018,2705,125,5082,1978,138,191,0,0,323,608,890,0,0,11,154,868,178,0,0,0,31,13,233,236,0,0,3,308,380,419,59,20,155,2,163,0,0,322,583,775,0,0,8,1,13,37,0,0,0,22,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,16,42,0,0,68,0
