codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044
280190,Cumbe,3998,94,198,262,1643,534,1615,518,83,0,0,98,199,250,0,189,8,0,1,0,34,136,70,0,0,0,7,9,13,119,0,0,2,145,138,114,70,0,0,96,198,146,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1526,500,1422,486,141,0,0,78,150,241,0,0,13,1,0,2,35,171,159,0,0,0,34,6,9,91,0,0,9,138,136,8,117,0,0,68,148,142,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,22455,8448,20450,5686,2148,33,0,1289,2082,4144,1,261,300,29,67,206,106,3997,936,118,228,0,0,475,160,642,118,3,45,1142,1377,543,1449,33,0,1243,1869,803,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,1808,633,1541,583,84,0,0,108,210,349,0,0,8,2,1,3,39,221,115,0,0,0,15,0,51,125,0,0,8,146,56,0,78,0,0,107,208,180,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,4982,1675,5070,1592,241,0,0,307,595,1010,0,183,14,3,3,7,157,622,262,0,0,0,61,11,98,441,0,0,211,361,407,76,207,0,0,293,576,507,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,3666,1368,3354,1217,151,4,0,257,519,727,0,0,15,6,0,0,9,227,226,0,0,0,14,10,6,375,0,0,45,382,216,165,132,4,0,252,508,303,0,0,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,1067,392,1037,411,114,0,0,53,106,211,0,0,26,2,1,1,59,152,76,0,0,0,34,0,1,84,0,0,0,105,12,0,98,0,0,50,106,117,0,0,3,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2083,823,2053,808,129,0,0,172,286,479,0,0,14,5,0,4,56,441,102,0,0,0,24,3,10,136,0,0,0,154,38,0,104,0,0,172,284,238,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2839,792,2332,745,138,0,0,188,279,526,0,313,13,5,1,5,67,319,172,0,0,0,0,5,3,160,0,0,0,137,1,0,110,0,0,175,266,185,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,4612,1452,4185,1259,279,0,0,288,452,779,0,117,55,11,3,1,36,423,375,3,0,0,28,4,1,379,0,0,0,383,322,246,228,0,0,233,419,339,0,0,30,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,31652,9951,31593,7642,3111,246,0,1955,3430,6276,20,0,242,67,5,24,133,4699,1171,0,0,0,264,78,1963,2573,762,0,0,2584,1989,1,1927,156,0,1682,2881,831,0,0,120,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,12022,3851,11199,3759,821,0,0,697,1423,2243,0,0,68,20,4,5,276,2486,598,0,0,0,18,70,144,527,2,0,981,515,212,89,552,0,0,622,1349,1202,0,0,9,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1986,703,1756,681,107,0,0,105,284,406,0,0,7,4,1,1,62,268,114,0,0,0,0,0,9,149,0,0,2,128,104,5,91,0,0,106,280,186,0,0,3,4,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,9491,3716,8068,3222,692,0,0,476,1389,1769,0,0,58,18,5,19,150,1947,507,0,0,0,25,51,52,313,0,0,137,334,92,34,584,0,0,491,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,6264,2250,5934,1937,317,0,0,298,705,1089,0,335,35,9,1,13,114,863,364,0,0,0,72,1,16,481,2,0,71,413,450,285,264,0,0,294,653,410,0,303,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4618,1395,4079,1219,234,0,0,257,500,792,0,533,27,13,1,7,106,534,229,0,0,0,20,1,1,291,0,0,124,206,116,87,215,0,0,151,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,40398,13240,35969,11256,4298,48,0,2041,4174,6939,9,661,188,72,9,32,721,4370,1806,0,0,0,106,185,886,2663,226,0,414,3078,3039,4,3098,46,0,1805,3803,2341,0,0,19,46,0,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,10589,2515,9850,2343,617,0,0,295,715,1276,0,2029,105,24,2,9,73,1572,542,0,0,0,39,40,59,445,0,1,426,561,596,424,434,0,0,261,713,915,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,2438,935,2378,916,112,0,0,186,320,512,0,0,11,5,1,7,24,525,115,0,0,0,13,28,30,267,0,0,3,188,31,0,99,0,0,254,328,212,0,0,10,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1098,547,1188,381,107,0,0,76,125,215,0,0,18,6,0,0,16,247,92,0,0,0,2,0,7,132,0,0,6,131,7,1,97,0,0,62,124,84,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4097,1316,3720,1157,179,0,0,222,497,841,0,0,13,10,1,6,72,458,265,0,0,0,32,69,180,321,0,0,0,379,175,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,4380,1561,4084,1285,284,0,0,242,534,1017,1,0,53,4,4,8,147,635,275,0,0,0,44,26,12,385,0,0,81,288,44,0,254,0,0,222,491,286,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,4228,1945,4184,1642,189,0,0,323,607,888,0,0,11,10,1,4,154,856,177,0,0,0,31,12,230,219,0,0,0,191,224,57,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3965,1578,3435,1433,216,0,0,210,443,778,0,0,12,6,6,11,0,298,265,0,0,0,42,0,22,33,0,0,0,347,366,380,189,0,0,209,431,598,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2349,1021,2225,843,142,0,0,127,286,515,0,0,13,3,0,9,3,549,142,0,0,0,8,10,21,129,0,0,10,171,86,1,99,0,0,124,278,328,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,6227,2366,5482,1942,442,0,0,409,690,1175,0,0,37,11,1,4,24,773,319,0,0,0,15,1,9,403,0,1,383,426,328,31,396,0,0,303,595,616,0,0,27,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3294,1364,3099,1329,146,0,0,220,446,648,0,126,8,5,0,0,90,291,165,0,0,0,18,16,60,233,0,0,170,303,154,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,12318,3891,10209,3598,995,20,0,692,1353,1964,0,0,70,10,5,11,334,801,621,18,218,0,71,6,181,854,126,0,514,1345,0,0,775,19,0,651,1276,419,0,0,52,5,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,8571,3079,7680,2698,676,0,0,548,1057,1738,12,0,65,24,7,49,80,1468,474,0,0,0,169,13,125,487,0,0,274,410,3,1,524,0,0,500,930,699,0,0,30,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2257,891,2158,765,154,0,0,132,303,462,0,0,16,3,0,1,60,292,164,0,0,0,18,2,12,203,0,0,1,240,89,6,114,0,0,120,282,239,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,51416,15885,45645,12937,2763,36,0,1478,3870,8672,0,2,452,85,19,22,450,9357,2426,64,443,0,490,71,372,4089,0,0,1384,4654,4199,247,1962,36,0,1345,3550,5865,0,0,112,60,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3956,1349,3761,1272,203,0,0,229,460,801,0,0,8,12,4,9,206,1015,268,0,1,0,16,0,8,185,0,0,52,237,47,0,175,0,0,217,437,424,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1098,379,1026,350,77,0,0,68,146,218,0,0,9,1,0,0,45,289,55,0,0,0,7,1,1,55,0,0,0,39,15,0,53,0,0,68,139,78,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2822,1053,2601,973,162,0,0,231,399,548,0,0,22,11,0,3,31,390,153,0,0,0,10,19,15,150,0,0,21,231,202,3,131,0,0,174,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2314,931,2185,899,96,0,0,127,319,481,0,0,10,7,0,3,49,117,115,0,0,0,14,16,17,210,0,0,8,303,235,58,84,0,0,125,315,361,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,3111,986,2947,845,167,0,0,157,266,518,0,302,27,3,0,36,27,561,176,0,0,0,59,60,5,213,0,0,0,213,157,0,155,0,0,152,252,259,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,9015,3126,8376,3303,460,0,0,535,1110,1382,0,327,47,19,15,22,59,2122,400,0,0,0,18,16,85,512,0,0,2,485,424,336,376,0,0,475,1154,1271,0,0,11,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,8689,3541,8028,3106,403,0,0,549,1120,1793,0,140,16,9,3,10,337,778,381,0,0,0,42,61,31,732,7,0,491,777,343,5,392,0,0,513,1121,1068,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,9063,3247,8422,3120,504,0,278,501,1058,1658,2,408,48,11,2,6,181,800,531,0,0,0,27,20,3,788,5,0,0,902,687,2,402,0,276,494,1020,902,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,10731,3343,10779,2790,1125,21,0,580,1001,1783,0,14,157,22,2,23,63,1804,489,0,0,0,51,19,88,697,206,0,557,773,729,575,898,21,0,512,935,356,0,0,58,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,6261,2313,5790,2141,353,0,0,468,875,1201,0,249,25,4,2,6,154,1258,247,0,0,0,25,36,12,264,0,0,17,486,108,0,301,0,0,392,845,593,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,3157,1000,2949,948,237,0,0,133,254,521,0,171,17,7,0,3,8,327,176,0,0,0,40,6,3,224,0,0,326,255,199,42,203,0,0,125,241,359,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,6462,2443,6525,2318,428,49,0,414,843,1249,0,0,37,15,4,2,155,1044,359,0,0,0,37,68,182,533,0,0,231,500,375,0,349,49,0,410,839,638,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,3176,984,2783,891,319,0,0,130,336,458,0,0,48,12,0,3,36,612,132,0,0,0,94,0,0,276,0,0,0,124,196,7,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,6756,2277,5962,2100,309,0,0,411,842,1275,0,0,13,11,1,1,193,967,392,0,0,0,28,26,59,563,0,0,72,666,133,0,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5899,1016,5080,795,193,0,0,187,393,750,0,1909,11,11,1,1,73,402,199,0,0,0,6,0,1,206,0,0,0,188,197,352,151,0,0,184,306,140,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1365,547,1188,575,105,0,0,93,175,243,0,0,18,3,0,0,13,100,134,0,0,0,27,3,23,105,0,0,0,112,34,0,95,0,0,91,170,151,0,0,5,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1976,612,1818,581,127,0,0,138,260,368,0,0,7,3,1,2,57,371,116,0,0,0,16,10,0,151,0,0,0,178,13,0,97,0,0,110,236,128,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,3513,1654,3223,1440,184,0,0,236,422,796,0,0,27,13,0,1,61,653,178,0,0,0,20,38,1,223,0,0,0,230,136,4,170,0,0,233,398,608,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,33492,7432,30947,6926,1597,27,0,1091,2227,5120,2,30,250,51,8,23,416,5242,1709,76,2674,0,109,381,134,1781,1582,0,386,2414,2527,1090,1194,26,0,950,2158,2537,0,0,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,3574,1347,3415,1574,203,0,0,192,480,766,0,0,19,15,3,1,177,352,224,0,0,0,24,25,104,249,4,0,1,290,285,1,154,0,0,191,476,731,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1133,419,996,414,111,0,0,63,115,241,0,0,12,1,0,4,36,185,99,0,0,0,0,4,1,79,0,0,0,45,0,0,78,0,0,55,115,153,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1435,599,1290,513,93,0,0,95,184,293,0,0,14,2,0,0,40,175,87,0,0,0,23,4,6,140,0,0,0,112,20,2,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,14359,5390,13399,4744,955,12,0,1145,1862,2639,0,256,91,26,7,16,178,1092,706,0,0,0,87,97,145,1227,0,0,1255,999,595,9,772,12,0,947,1691,1267,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2768,973,2565,916,193,0,0,162,306,488,0,168,10,1,1,4,68,285,184,0,0,0,30,0,29,207,0,0,78,228,116,7,135,0,0,157,298,314,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,1012,369,958,367,93,0,0,59,102,184,0,0,12,4,0,0,11,327,66,0,0,0,21,0,7,59,0,0,3,10,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,18689,6538,16038,6137,1651,33,0,1319,2111,3216,0,0,105,37,5,7,229,2367,968,82,0,0,43,3,96,1013,0,0,1000,456,539,758,991,33,0,1065,2077,1693,0,0,105,35,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3933,1336,3573,1169,213,0,0,207,453,734,0,0,14,1,0,5,75,329,191,0,0,0,26,8,18,308,0,0,20,309,316,346,148,0,0,211,414,385,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,7888,2238,7209,2119,471,0,0,376,727,1428,0,0,26,26,2,15,213,899,567,0,0,0,51,58,102,454,6,0,182,508,528,570,427,0,0,322,671,661,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
