codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose_unica
280010,Amparo de São Francisco,2380,51,89,140,1104,546,30,1011,250,67,0,0,42,99,141,0,182,27,0,0,0,22,179,44,1,0,0,19,0,0,36,0,0,2,42,46,52,10,0,48,1,63,0,0,40,94,40,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,8287,3564,210,7714,2436,472,18,0,485,861,1414,0,159,24,13,6,12,40,569,805,0,0,0,47,42,67,509,0,0,106,646,738,640,35,6,298,0,383,17,0,421,818,773,0,0,16,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280030,Aracaju,664908,10149,24138,47854,292854,111160,11665,286944,83025,37187,349,0,11966,25295,47185,291,203,4838,376,0,1839,37187,0,9431,284,630,449,821,1235,0,0,0,0,10,102739,0,0,0,0,0,0,22328,339,0,11217,23173,19226,43,127,1609,273,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4629
280040,Arauá,9947,149,348,644,3445,1252,100,3136,1089,171,0,0,211,466,641,0,0,12,10,2,2,111,377,204,0,0,0,12,12,36,272,0,0,30,311,230,0,24,2,0,0,162,0,0,211,466,229,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,6726,1971,185,6669,1738,292,0,0,338,578,1030,1,0,62,8,3,8,127,675,254,180,494,0,28,24,61,446,0,0,0,630,615,559,49,9,87,1,253,0,0,297,562,410,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
280060,Barra dos Coqueiros,30930,358,816,1754,11025,4305,845,11090,3213,605,0,0,436,882,1738,1,201,85,25,6,10,104,1534,575,0,0,0,115,18,3,717,0,506,198,1076,1315,539,105,29,0,0,504,0,0,386,869,1128,0,1,37,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
280067,Boquim,26899,476,1158,1852,9951,3896,255,10200,3345,717,9,0,570,1198,1795,0,0,68,24,3,8,619,1393,399,0,0,0,53,54,127,679,0,0,300,749,723,385,58,19,0,0,598,9,0,521,1182,743,0,0,22,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
280070,Brejo Grande,8353,121,199,417,3478,1778,75,3000,556,153,0,0,154,200,444,0,681,14,0,3,11,3,451,240,0,0,0,0,0,0,135,0,0,0,160,181,152,9,2,0,0,139,0,0,151,192,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
280100,Campo do Brito,18218,408,774,1318,6588,2665,175,6320,2216,323,0,0,437,812,1213,0,0,12,24,3,3,159,574,329,0,0,0,31,52,202,537,0,0,16,645,549,134,75,14,2,0,241,0,0,430,778,565,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
280110,Canhoba,4006,72,156,232,1434,518,40,1455,455,120,0,0,103,175,354,0,0,8,4,0,0,20,151,75,0,0,0,17,4,0,159,0,0,0,180,59,3,20,3,0,0,80,0,0,98,169,100,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,8207,2805,275,8014,2107,579,0,0,343,817,1270,0,417,76,13,6,18,126,1349,400,0,0,0,61,21,57,536,19,0,79,693,727,37,163,0,0,0,358,0,0,333,769,393,0,0,37,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,207
280130,Capela,34514,564,1121,2006,13490,4893,315,11436,3024,829,0,0,564,1111,1816,0,590,54,18,4,9,34,1890,521,0,0,0,112,17,108,609,0,0,230,706,874,947,158,35,543,48,616,0,0,561,939,592,0,64,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
280140,Carira,22239,450,956,1559,7818,3162,195,7993,2997,369,0,0,511,968,1717,0,0,18,19,7,4,74,1530,375,0,0,0,26,0,93,451,0,0,4,551,626,432,46,18,153,0,287,0,0,489,968,1002,0,0,11,14,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
280150,Carmópolis,16937,117,294,770,4605,1311,155,4056,739,335,0,0,123,250,770,0,0,122,10,1,3,27,687,239,0,0,0,87,2,26,298,0,0,0,377,374,289,30,6,0,0,254,0,0,86,158,203,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,2402,939,60,2320,900,168,0,0,117,309,373,0,0,9,7,0,2,19,397,129,0,0,0,16,0,0,172,0,0,0,189,199,147,6,0,59,0,131,0,0,141,306,249,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
280170,Cristinápolis,18029,202,496,876,5527,2207,165,4755,1999,364,0,0,293,493,799,0,0,12,7,1,5,69,855,273,0,0,0,24,28,6,271,0,0,0,335,385,346,23,2,134,0,306,0,0,270,490,753,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
280190,Cumbe,3998,94,198,262,1779,844,45,1698,543,83,0,0,98,199,250,0,191,8,0,1,0,34,136,70,0,0,0,7,10,13,121,0,0,2,155,153,141,11,0,9,0,77,0,0,96,198,146,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
280200,Divina Pastora,5215,69,155,317,1688,600,50,1713,503,174,0,0,78,150,241,0,0,13,1,0,2,35,179,160,0,0,0,36,6,9,93,0,0,9,143,166,178,21,4,3,0,117,0,0,70,148,142,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
280210,Estância,69556,1093,2308,4544,25365,9708,2500,24710,9677,2164,33,0,1289,2074,4145,1,261,300,28,73,224,106,4010,950,118,228,0,0,466,169,642,118,3,45,1282,1468,1996,39,19,580,0,1686,33,0,1267,1969,1974,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459
280220,Feira Nova,5601,100,217,383,1993,723,55,1849,634,87,0,0,108,210,348,0,0,8,2,1,4,40,224,116,0,0,0,15,0,52,132,0,0,8,162,171,88,21,2,0,0,78,0,0,107,208,182,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
280230,Frei Paulo,15556,294,608,994,6146,2105,150,5973,1742,252,0,0,307,596,1017,0,183,14,3,3,7,160,636,263,0,0,0,61,11,101,471,0,0,283,412,534,434,56,19,303,0,207,0,0,293,576,507,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
280240,Gararu,11601,203,448,701,4059,1528,120,3985,1217,171,4,0,257,520,737,0,0,15,6,0,0,9,250,230,0,0,0,17,12,6,428,0,0,50,462,445,341,19,6,0,0,132,4,0,248,508,307,0,0,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,1187,462,35,1235,376,132,0,0,53,106,211,0,0,26,2,1,1,59,157,77,0,0,0,35,0,9,85,0,0,0,113,107,45,10,6,0,0,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2266,943,65,2189,807,132,0,0,172,286,479,0,0,14,5,0,4,77,445,103,0,0,0,24,3,10,139,0,0,1,168,93,0,29,5,0,0,104,0,0,172,284,238,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,3096,1282,80,2621,750,138,0,0,189,279,528,0,313,13,5,1,5,70,326,181,0,0,0,13,5,5,198,0,0,0,189,143,0,13,7,0,0,110,0,0,177,268,186,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
