codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280010,Amparo de São Francisco,2380,51,89,140,642,232,509,203,63,0,0,42,96,134,0,153,21,0,0,0,0,0,0,56,0,0,26,84,37,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,4544,2314,3352,1941,402,18,0,481,854,1329,0,156,23,11,0,0,1,0,77,377,17,0,160,763,624,0,0,15,2,0
280030,Aracaju,664908,10149,24138,47854,149225,66350,125037,46572,33231,349,0,11818,25023,45263,73,202,3114,363,128,0,0,4,5469,20325,339,0,1998,14557,9260,43,50,266,0,0
280040,Arauá,9947,149,348,644,1812,942,1603,886,165,0,0,211,466,633,0,0,11,9,0,0,0,15,93,162,0,0,111,463,150,0,0,0,4,0
280050,Areia Branca,18686,281,548,1047,3071,1521,2413,1317,262,0,0,336,573,971,0,0,61,7,0,0,1,5,197,251,0,0,146,548,372,0,0,10,2,0
280060,Barra dos Coqueiros,30930,358,816,1754,5235,3375,4116,2206,584,0,0,424,875,1600,0,201,70,23,0,1,2,4,332,411,0,0,189,821,784,0,1,33,10,0
280067,Boquim,26899,476,1158,1852,5631,3106,4382,2577,622,9,0,564,1194,1699,0,0,32,21,0,0,1,8,232,478,9,0,229,1169,692,0,0,11,9,0
280070,Brejo Grande,8353,121,199,417,2168,548,1991,427,135,0,0,153,199,420,0,668,13,0,0,0,0,0,403,126,0,0,67,189,45,0,0,5,0,0
280100,Campo do Brito,18218,408,774,1318,3660,2205,2866,1931,271,0,0,436,802,1150,0,0,10,19,0,1,2,29,146,240,0,0,427,760,504,0,0,0,16,0
280110,Canhoba,4006,72,156,232,733,408,720,338,84,0,0,100,176,350,0,0,8,0,0,0,0,0,2,78,0,0,43,157,60,0,0,7,0,0
280120,Canindé de São Francisco,30402,278,703,1214,4095,1975,3815,1746,442,0,0,343,803,1197,0,393,67,12,0,3,3,10,542,354,0,0,331,740,321,0,0,10,2,0
280130,Capela,34514,564,1121,2006,6518,2473,5057,1802,718,0,0,573,1100,1706,0,582,43,17,0,2,0,3,313,589,0,0,241,842,130,0,0,34,4,0
280140,Carira,22239,450,956,1559,4292,2622,3722,2286,309,0,0,509,959,1654,0,0,17,17,0,0,0,2,255,250,0,0,472,912,652,0,0,5,5,0
280150,Carmópolis,16937,117,294,770,2091,1011,1724,600,329,0,0,140,327,718,0,0,59,8,0,1,1,0,141,255,0,0,46,152,147,0,0,28,7,0
280160,Cedro de São João,5913,140,291,399,1313,717,1070,680,147,0,0,117,308,364,0,0,9,7,0,0,0,0,118,130,0,0,52,285,213,0,0,5,4,0
280170,Cristinápolis,18029,202,496,876,2767,1587,1996,1226,307,0,0,292,489,760,0,0,12,6,0,0,0,5,125,301,0,0,153,443,329,0,0,7,1,0
280190,Cumbe,3998,94,198,262,1099,474,867,445,75,0,0,98,198,240,0,188,8,0,0,0,0,7,53,70,0,0,39,196,140,0,0,6,0,0
280200,Divina Pastora,5215,69,155,317,898,468,679,431,132,0,0,78,150,235,0,0,13,1,0,0,0,2,68,116,0,0,32,146,137,0,0,9,1,0
280210,Estância,69556,1093,2308,4544,13773,5878,11584,4666,2016,33,0,1225,2390,4114,0,261,288,26,0,34,90,21,1086,1362,33,0,1127,1691,250,0,203,21,1,0
280220,Feira Nova,5601,100,217,383,1043,623,756,428,75,0,0,100,232,291,0,0,8,1,0,0,0,18,31,77,0,0,99,176,76,0,0,7,1,0
280230,Frei Paulo,15556,294,608,994,2995,1675,2642,1558,222,0,0,307,593,961,0,182,14,3,0,1,3,124,232,206,0,0,292,571,489,0,0,9,0,0
280240,Gararu,11601,203,448,701,2068,1253,1654,935,143,4,0,257,516,684,0,0,14,6,0,0,0,1,29,129,4,0,245,441,116,0,0,0,0,0
280250,General Maynard,3384,47,109,207,633,353,665,424,108,0,0,52,106,209,0,0,26,2,0,0,0,52,110,98,0,0,21,106,199,0,0,2,0,0
280260,Gracho Cardoso,5824,150,281,469,1303,813,1056,666,112,0,0,165,282,467,0,0,13,5,0,0,0,0,12,89,0,0,164,270,143,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1747,692,1463,606,130,0,0,187,274,478,0,313,13,4,0,0,0,6,58,119,0,0,81,256,150,0,0,6,1,0
280280,Indiaroba,18149,221,453,850,2562,1312,1855,946,237,0,0,281,446,677,0,117,48,10,0,0,0,0,39,219,0,0,113,381,233,0,0,26,4,0
280290,Itabaiana,96142,1449,3289,6024,17987,8301,16166,7297,2739,227,0,1948,3410,6011,0,0,221,60,0,4,5,21,1520,1805,156,0,1675,2858,803,0,0,85,42,0
280300,Itabaianinha,42166,630,1353,2494,6741,3431,6678,2756,709,0,0,693,1238,2119,0,0,63,20,0,1,2,120,1713,453,0,0,256,1188,859,0,0,8,13,0
280310,Itabi,4886,115,264,446,1208,703,893,607,91,0,0,105,281,404,0,0,6,4,0,1,0,0,1,88,0,0,104,268,147,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,5381,3116,4519,2188,571,0,0,463,1247,1692,0,0,51,16,0,0,1,6,472,523,0,0,234,999,432,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,3995,2230,2811,1893,279,0,0,298,701,1013,0,317,27,10,0,0,2,17,147,263,0,0,290,643,396,0,301,0,5,0
280340,Japoatã,13429,208,477,734,2930,1255,2351,988,217,0,0,226,496,763,0,524,27,13,0,0,0,5,80,204,0,0,86,461,237,0,0,0,4,0
280350,Lagarto,105221,1941,4108,7217,23390,10990,19429,9044,3718,48,0,2025,4141,6649,0,661,172,64,0,4,7,102,1838,2419,46,0,827,3538,2214,0,0,10,37,0
280360,Laranjeiras,30080,269,727,1448,7260,2165,5624,1608,555,0,0,295,713,1223,0,1987,99,21,0,0,7,33,691,422,0,0,112,679,395,0,0,0,0,0
280370,Macambira,6961,178,337,535,1500,925,1227,762,103,0,0,185,317,499,0,0,11,4,0,0,0,5,103,95,0,0,145,325,197,0,0,10,2,0
280380,Malhada dos Bois,3699,55,111,180,622,367,500,246,101,0,0,62,124,190,0,0,18,5,0,0,0,0,0,95,0,0,48,89,14,0,0,8,3,0
280390,Malhador,12653,203,468,914,2321,1241,1853,1118,154,0,0,222,492,807,0,0,11,10,0,1,0,5,151,135,0,0,220,450,313,0,0,9,9,0
280400,Maruim,17271,179,453,898,2581,1481,2131,1118,260,0,0,241,531,975,0,0,45,4,0,0,0,4,71,250,0,0,221,484,163,0,0,0,2,0
280410,Moita Bonita,11348,318,611,904,2585,1705,2467,1371,136,0,0,322,607,882,0,0,11,10,0,1,4,82,412,131,0,0,321,577,342,0,0,7,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,2268,1434,1665,1189,200,0,0,211,436,737,0,0,7,5,0,0,7,2,60,184,0,0,207,410,388,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1361,671,1437,495,113,0,0,126,283,488,0,0,13,3,0,0,1,1,409,99,0,0,60,250,86,0,0,12,1,0
280440,Neópolis,18703,361,698,1274,3716,1906,2684,1551,423,0,0,407,678,1088,0,0,32,10,0,0,0,0,46,388,0,0,138,547,478,0,0,17,1,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2000,1310,1727,1185,140,0,0,221,444,628,0,126,6,5,0,0,4,19,134,138,0,0,217,439,302,0,89,2,3,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,6396,3031,5149,2458,824,20,0,686,1336,1755,0,0,69,7,0,0,1,69,382,640,19,0,642,1118,39,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,5069,3079,4151,2525,589,0,0,543,1049,1663,0,0,58,22,0,2,1,7,217,498,0,0,458,923,646,0,0,9,11,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1333,718,1011,550,120,0,0,130,294,434,0,0,14,3,0,0,0,0,16,110,0,0,78,250,112,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,27100,15845,19189,11468,2387,36,0,1471,3822,8325,0,0,417,75,0,6,3,14,2633,1429,36,0,1321,3556,5126,0,0,50,39,0
280490,Pacatuba,14540,230,455,822,2254,1179,2197,984,188,0,0,229,455,777,0,0,8,11,0,0,4,1,524,167,0,0,73,430,314,0,0,1,9,0
280500,Pedra Mole,3285,65,121,245,654,379,640,344,66,0,0,68,145,206,0,0,7,1,0,0,0,27,120,65,0,0,68,139,72,0,0,5,1,0
280510,Pedrinhas,9665,156,335,604,1653,843,1289,747,135,0,0,183,396,529,0,0,11,6,0,0,0,0,29,114,0,0,53,369,211,0,0,4,0,0
280520,Pinhão,6627,134,336,524,1421,891,1068,775,88,0,0,127,319,478,0,0,10,5,0,0,0,3,38,83,0,0,124,315,253,0,0,8,0,0
280530,Pirambu,9359,130,267,522,1801,986,1387,815,161,0,0,157,263,497,0,229,24,3,0,0,0,0,53,153,0,0,152,251,259,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,5576,3126,3936,2768,416,0,0,494,1100,1258,0,316,36,16,0,0,0,3,297,353,0,0,466,1115,834,0,0,4,4,0
280550,Poço Verde,23867,576,1241,1828,5381,2771,4240,2268,383,0,0,545,1107,1751,0,140,14,9,0,0,1,51,239,380,0,0,181,1097,610,0,0,2,6,0
280560,Porto da Folha,28693,477,1002,1660,5472,2947,4882,2807,436,0,260,499,1054,1592,0,408,46,11,0,0,0,41,535,395,0,260,493,983,676,0,0,5,4,0
280570,Propriá,29692,524,990,1914,5759,2503,4724,2239,1055,21,0,578,993,1670,0,0,106,18,0,2,2,6,273,840,21,0,193,915,270,0,0,25,7,0
280580,Riachão do Dantas,19809,386,781,1181,4018,2063,3263,1812,304,0,0,467,870,1143,0,231,24,4,0,0,1,3,216,301,0,0,216,832,463,0,0,6,2,0
280590,Riachuelo,10284,116,275,517,1825,915,1362,780,218,0,0,133,253,507,0,160,17,7,0,0,2,0,65,201,0,0,67,228,284,0,0,10,5,0
280600,Ribeirópolis,18773,438,892,1340,3998,2443,3744,2251,397,49,0,444,840,1229,0,0,37,15,0,1,0,107,625,344,49,0,410,835,613,0,0,23,2,0
280610,Rosário do Catete,11008,97,240,544,1709,954,1588,858,282,0,0,130,331,441,0,0,33,10,0,0,3,9,349,267,0,0,122,283,186,0,0,3,4,0
280620,Salgado,20025,352,780,1250,3672,2117,2972,1989,281,0,0,408,839,1221,0,0,11,9,0,0,0,2,201,265,0,0,406,839,479,0,0,7,6,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4466,896,3598,748,170,0,0,185,390,705,0,1867,11,11,0,0,0,19,240,149,0,0,110,264,225,0,0,0,6,0
280650,Santa Rosa de Lima,3923,88,163,403,878,473,643,424,95,0,0,93,175,236,0,0,18,3,0,0,0,0,23,95,0,0,27,169,133,0,0,0,3,0
280640,Santana do São Francisco,7844,111,218,472,992,552,1104,474,119,0,0,137,259,356,0,0,7,3,0,0,0,22,201,96,0,0,53,232,93,0,0,5,3,0
280660,Santo Amaro das Brotas,12151,205,399,774,2148,1244,2110,813,173,0,0,236,420,784,0,0,27,10,0,0,0,0,460,167,0,0,227,326,93,0,0,0,2,0
