codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9
280340,Japoatã,13429,208,477,734,1165,345,1002,197,207,0,0,250,449,96,0,0,0,155,0,0,42,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,12540,3025,10645,2137,3284,48,0,1990,3899,1424,0,0,0,1493,45,0,497,102,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,1965,665,1523,468,418,0,0,290,642,173,0,0,0,375,0,0,80,13,0,0,0,0
280370,Macambira,6961,178,337,535,795,335,836,244,88,0,0,188,442,118,0,0,0,69,0,0,116,59,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,337,147,297,87,98,0,0,74,124,1,0,0,0,81,0,0,6,0,0,0,0,0
280390,Malhador,12653,203,468,914,1071,421,973,383,135,0,0,218,445,175,0,0,0,120,0,0,208,55,0,0,0,0
280400,Maruim,17271,179,453,898,1211,561,1162,445,252,0,0,251,493,166,0,0,0,227,0,0,134,84,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1405,565,1249,489,130,0,0,318,585,216,0,0,0,117,0,0,308,64,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1088,448,1099,426,183,0,0,209,411,296,0,0,0,154,0,0,189,83,0,0,0,0
280430,Muribeca,7639,120,263,500,661,201,507,145,98,0,0,124,258,27,0,0,0,88,0,0,43,14,0,0,0,0
280440,Neópolis,18703,361,698,1274,1876,586,1770,333,374,0,0,342,628,426,0,0,0,261,0,0,57,15,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1000,380,1043,369,138,0,0,214,441,250,0,0,0,136,0,0,203,30,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,3231,1241,3100,914,746,20,0,675,1253,406,0,0,0,318,19,0,493,84,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2559,1089,2097,977,433,0,0,575,787,302,0,0,0,386,0,0,575,16,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,678,228,629,203,113,0,0,156,260,100,0,0,0,104,0,0,71,28,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,11256,3415,9786,2571,2146,36,0,1441,3527,2636,0,0,0,1046,36,0,998,491,0,0,0,0
280490,Pacatuba,14540,230,455,822,1099,309,1051,234,167,0,0,223,438,223,0,0,0,132,0,0,55,47,0,0,0,0
280500,Pedra Mole,3285,65,121,245,319,149,316,133,60,0,0,66,136,54,0,0,0,52,0,0,63,18,0,0,0,0
280510,Pedrinhas,9665,156,335,604,783,213,718,115,105,0,0,179,321,113,0,0,0,83,0,0,32,0,0,0,0,0
280520,Pinhão,6627,134,336,524,731,281,693,259,80,0,0,125,300,188,0,0,0,75,0,0,117,67,0,0,0,0
280530,Pirambu,9359,130,267,522,816,456,706,256,156,0,0,155,224,171,0,0,0,149,0,0,107,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,2656,826,2278,713,386,0,0,477,1031,384,0,0,0,245,0,0,407,61,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,2781,731,2289,477,354,0,0,535,1015,385,0,0,0,265,0,0,123,89,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,2677,1277,2533,1141,386,0,260,492,991,404,0,0,0,336,0,260,451,94,0,0,0,0
280570,Propriá,29692,524,990,1914,2859,729,2559,563,838,21,0,574,801,325,0,0,0,387,21,0,134,21,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,1983,623,1836,492,300,0,0,462,816,258,0,0,0,296,0,0,141,55,0,0,0,0
280590,Riachuelo,10284,116,275,517,835,325,678,284,199,0,0,132,251,96,0,0,0,196,0,0,60,28,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2123,933,1965,763,361,48,0,436,816,304,0,0,0,280,48,0,372,63,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,824,404,701,292,241,0,0,130,268,62,0,0,0,218,0,0,74,0,0,0,0,0
280620,Salgado,20025,352,780,1250,1867,757,1708,571,259,0,0,403,770,276,0,0,0,223,0,0,290,58,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,956,286,749,177,151,0,0,177,348,73,0,0,0,128,0,0,40,9,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,522,182,514,163,99,0,0,135,251,29,0,0,0,84,0,0,41,38,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,453,153,446,153,95,0,0,92,171,88,0,0,0,89,0,0,23,41,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1023,443,790,328,162,0,0,228,363,37,0,0,0,150,0,0,178,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,6452,1512,5749,745,1157,26,0,1042,1920,1604,0,0,0,545,25,0,175,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1106,416,1025,321,133,0,0,191,467,234,0,0,0,112,0,0,191,18,0,0,0,0
280690,São Francisco,3781,64,138,246,349,109,224,80,60,0,0,60,64,40,0,0,0,49,0,0,14,17,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,439,209,448,182,89,0,0,93,182,84,0,0,0,89,0,0,90,3,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,4300,1050,4079,676,701,12,0,1103,1718,545,0,0,0,364,12,0,238,62,0,0,0,0
280720,Siriri,8970,154,316,533,803,323,694,308,127,0,0,158,283,126,0,0,0,111,0,0,148,49,0,0,0,0
280730,Telha,3249,49,100,178,309,129,274,94,81,0,0,59,86,48,0,0,0,71,0,0,23,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,5388,1308,5032,972,944,33,0,1278,1957,820,0,0,0,495,33,0,342,102,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1066,316,995,212,161,0,0,199,411,224,0,0,0,116,0,0,75,21,0,0,0,0
280760,Umbaúba,25550,308,725,1482,1908,648,1665,415,363,0,0,357,643,302,0,0,0,352,0,0,63,0,0,0,0,0
