codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9
280130,Capela,34514,564,1121,2006,3013,803,2756,461,627,0,0,626,1024,479,0,0,0,283,0,0,152,26,0,0,0,0
280140,Carira,22239,450,956,1559,2212,862,1706,672,240,0,0,505,846,115,0,0,0,222,0,0,380,70,0,0,0,0
280150,Carmópolis,16937,117,294,770,901,371,883,295,278,0,0,139,324,142,0,0,0,237,0,0,58,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,708,218,705,222,130,0,0,131,280,164,0,0,0,126,0,0,51,45,0,0,0,0
280170,Cristinápolis,18029,202,496,876,1447,627,1115,473,295,0,0,286,367,167,0,0,0,295,0,0,143,35,0,0,0,0
280190,Cumbe,3998,94,198,262,474,154,465,163,70,0,0,95,198,102,0,0,0,65,0,0,34,64,0,0,0,0
280200,Divina Pastora,5215,69,155,317,434,184,448,194,118,0,0,77,145,108,0,0,0,110,0,0,31,53,0,0,0,0
280210,Estância,69556,1093,2308,4544,6608,1498,6557,1174,1439,33,0,1155,2223,1707,0,0,0,675,33,0,462,4,0,0,0,0
280220,Feira Nova,5601,100,217,383,513,203,454,157,70,0,0,98,208,78,0,0,0,67,0,0,84,6,0,0,0,0
280230,Frei Paulo,15556,294,608,994,1455,565,1456,541,207,0,0,303,572,374,0,0,0,166,0,0,252,123,0,0,0,0
280240,Gararu,11601,203,448,701,1033,403,888,308,137,0,0,255,427,69,0,0,0,107,0,0,169,32,0,0,0,0
280250,General Maynard,3384,47,109,207,323,133,307,152,98,0,0,53,104,52,0,0,0,96,0,0,18,38,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,693,303,655,223,88,0,0,166,260,141,0,0,0,72,0,0,144,7,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,692,192,642,155,107,0,0,185,250,100,0,0,0,87,0,0,35,33,0,0,0,0
280280,Indiaroba,18149,221,453,850,1182,362,1115,285,210,0,0,274,431,200,0,0,0,167,0,0,80,38,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,9767,3517,9242,3151,1990,148,0,1905,3283,1916,0,0,0,1068,148,0,1492,443,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,3391,741,3013,555,543,0,0,661,1149,660,0,0,0,285,0,0,160,110,0,0,0,0
280310,Itabi,4886,115,264,446,613,253,563,199,91,0,0,102,270,100,0,0,0,83,0,0,98,18,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,2696,796,2609,757,492,0,0,457,1187,473,0,0,0,460,0,0,202,95,0,0,0,0
280330,Japaratuba,18907,302,670,1215,1710,690,1411,530,261,0,0,299,624,227,0,0,0,245,0,0,206,79,0,0,0,0
280340,Japoatã,13429,208,477,734,1165,345,1064,234,207,0,0,251,453,153,0,0,0,164,0,0,49,21,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,12540,3025,11337,2765,3300,48,0,1996,3967,2026,0,0,0,1519,45,0,614,587,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,1965,665,1733,518,421,0,0,291,676,345,0,0,0,380,0,0,87,51,0,0,0,0
280370,Macambira,6961,178,337,535,795,335,860,258,88,0,0,188,443,141,0,0,0,69,0,0,120,69,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,337,147,297,87,98,0,0,74,124,1,0,0,0,81,0,0,6,0,0,0,0,0
280390,Malhador,12653,203,468,914,1071,421,989,437,135,0,0,218,446,190,0,0,0,120,0,0,211,106,0,0,0,0
280400,Maruim,17271,179,453,898,1211,561,1208,480,252,0,0,254,494,208,0,0,0,229,0,0,142,109,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1405,565,1249,489,130,0,0,318,585,216,0,0,0,117,0,0,308,64,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1088,448,1099,426,183,0,0,209,411,296,0,0,0,154,0,0,189,83,0,0,0,0
280430,Muribeca,7639,120,263,500,661,201,585,153,99,0,0,124,265,97,0,0,0,88,0,0,43,22,0,0,0,0
280440,Neópolis,18703,361,698,1274,1876,586,1779,356,374,0,0,342,632,431,0,0,0,261,0,0,58,37,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1000,380,1056,361,138,0,0,216,446,256,0,0,0,128,0,0,203,30,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,3231,1241,3173,1050,747,20,0,680,1283,443,0,0,0,323,19,0,515,193,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2559,1089,2137,1003,433,0,0,576,792,336,0,0,0,387,0,0,576,40,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,678,228,644,227,113,0,0,156,262,113,0,0,0,107,0,0,71,49,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,11256,3415,10201,2939,2151,36,0,1446,3600,2968,0,0,0,1050,36,0,1085,768,0,0,0,0
280490,Pacatuba,14540,230,455,822,1099,309,1073,297,170,0,0,226,443,234,0,0,0,138,0,0,62,97,0,0,0,0
280500,Pedra Mole,3285,65,121,245,319,149,316,144,60,0,0,66,136,54,0,0,0,52,0,0,63,29,0,0,0,0
280510,Pedrinhas,9665,156,335,604,783,213,751,129,114,0,0,179,325,133,0,0,0,87,0,0,32,10,0,0,0,0
280520,Pinhão,6627,134,336,524,731,281,708,270,80,0,0,125,306,197,0,0,0,75,0,0,117,78,0,0,0,0
280530,Pirambu,9359,130,267,522,816,456,806,265,156,0,0,155,310,185,0,0,0,150,0,0,107,8,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,2656,826,2394,716,389,0,0,477,1032,496,0,0,0,245,0,0,409,62,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,2781,731,2352,639,355,0,0,535,1020,442,0,0,0,304,0,0,132,203,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,2677,1277,2687,1289,391,0,260,492,1000,544,0,0,0,340,0,260,471,218,0,0,0,0
280570,Propriá,29692,524,990,1914,2859,729,2805,709,910,21,0,575,811,488,0,0,0,393,21,0,144,151,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,1983,623,1844,542,300,0,0,463,819,262,0,0,0,296,0,0,152,94,0,0,0,0
280590,Riachuelo,10284,116,275,517,835,325,768,282,201,0,0,132,243,192,0,0,0,196,0,0,59,27,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2123,933,1972,899,362,48,0,439,818,305,0,0,0,281,48,0,386,184,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,824,404,738,363,254,0,0,130,270,84,0,0,0,254,0,0,109,0,0,0,0,0
280620,Salgado,20025,352,780,1250,1867,757,1828,676,265,0,0,404,798,361,0,0,0,227,0,0,338,111,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,956,286,825,206,151,0,0,179,369,126,0,0,0,134,0,0,47,25,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,522,182,565,139,99,0,0,136,251,79,0,0,0,85,0,0,43,11,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,453,153,446,153,95,0,0,92,171,88,0,0,0,89,0,0,23,41,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1023,443,878,347,165,0,0,231,391,91,0,0,0,152,0,0,195,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,6452,1512,5880,809,1160,26,0,1045,1934,1715,0,0,0,555,25,0,212,17,0,0,0,0
280680,São Domingos,11207,218,488,817,1106,416,1079,373,154,0,0,191,471,263,0,0,0,112,0,0,191,70,0,0,0,0
280690,São Francisco,3781,64,138,246,349,109,257,84,70,0,0,61,67,59,0,0,0,49,0,0,15,20,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,439,209,448,182,89,0,0,93,182,84,0,0,0,89,0,0,90,3,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,4300,1050,4208,831,717,12,0,1108,1732,639,0,0,0,366,12,0,272,181,0,0,0,0
280720,Siriri,8970,154,316,533,803,323,771,332,138,0,0,159,286,188,0,0,0,111,0,0,149,72,0,0,0,0
280730,Telha,3249,49,100,178,309,129,292,116,81,0,0,59,89,63,0,0,0,74,0,0,25,17,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,5388,1308,5422,1292,951,33,0,1281,1993,1164,0,0,0,507,33,0,380,372,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1066,316,1042,244,161,0,0,203,419,259,0,0,0,122,0,0,94,28,0,0,0,0
280760,Umbaúba,25550,308,725,1482,1908,648,1764,415,363,0,0,357,649,395,0,0,0,352,0,0,63,0,0,0,0,0
