codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280010,Amparo de São Francisco,2380,51,89,140,502,202,402,163,63,0,0,41,94,41,0,153,10,0,0,54,0,0,26,83,0,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,3174,1934,2814,1205,385,18,0,475,841,924,0,144,20,7,0,321,17,0,144,620,103,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,102570,53220,105642,31153,26511,249,0,11675,24408,40408,71,202,1766,341,11,16964,239,0,777,12793,339,41,0,0,0,0
280040,Arauá,9947,149,348,644,1172,792,1152,643,162,0,0,211,436,331,0,0,3,9,0,162,0,0,111,370,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,1971,1321,1644,911,256,0,0,331,555,490,0,0,10,2,0,242,0,0,141,508,20,0,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,3395,2115,2973,1279,550,0,0,421,857,899,0,191,37,18,0,365,0,0,173,718,23,0,0,0,0,0
280067,Boquim,26899,476,1158,1852,3816,2656,3251,1690,579,9,0,562,1181,886,0,0,20,14,0,320,9,0,223,1070,68,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,1758,438,1128,254,133,0,0,152,183,118,0,532,10,0,0,90,0,0,63,101,0,0,0,0,0,0
280100,Campo do Brito,18218,408,774,1318,2465,1895,2265,1462,240,0,0,439,784,774,0,0,10,18,0,233,0,0,415,681,133,0,0,0,0,0
280110,Canhoba,4006,72,156,232,498,338,403,243,78,0,0,97,166,52,0,0,10,0,0,73,0,0,42,128,0,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,2765,1675,2435,1355,401,0,0,337,768,521,0,372,27,9,0,342,0,0,324,593,96,0,0,0,0,0
280130,Capela,34514,564,1121,2006,4643,2023,3847,1560,648,0,0,633,1075,865,0,582,29,15,0,413,0,0,241,829,77,0,0,0,0,0
280140,Carira,22239,450,956,1559,2872,2212,2385,1388,244,0,0,508,930,682,0,0,12,9,0,234,0,0,454,689,11,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,1291,831,1161,654,278,0,0,108,323,407,0,0,33,12,0,253,0,0,88,225,88,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,908,617,861,500,130,0,0,117,305,297,0,0,7,5,0,130,0,0,52,278,40,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,1817,1317,1586,767,297,0,0,292,459,524,0,0,10,4,0,296,0,0,144,327,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,844,414,673,290,70,0,0,95,198,134,0,170,6,0,0,69,0,0,35,186,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,588,398,539,289,118,0,0,79,147,184,0,0,10,1,0,116,0,0,32,141,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,9538,4528,8604,3315,1637,33,0,1161,2316,3016,0,261,152,28,0,784,33,0,1103,1395,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,693,513,624,313,74,0,0,100,232,209,0,0,8,1,0,69,0,0,90,154,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,2075,1455,2071,1366,212,0,0,305,588,774,0,180,9,3,0,205,0,0,284,554,323,0,0,0,0,0
280240,Gararu,11601,203,448,701,1343,1033,1208,629,140,4,0,257,510,283,0,0,10,4,0,119,4,0,239,267,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,433,293,379,215,98,0,0,53,106,118,0,0,3,1,0,90,0,0,20,105,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,913,683,770,390,108,0,0,165,281,208,0,0,5,3,0,75,0,0,161,154,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1282,592,1067,407,119,0,0,186,267,191,0,295,6,3,0,107,0,0,76,210,14,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,1712,1042,1480,593,228,0,0,280,448,368,0,116,31,9,0,185,0,0,104,304,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,12067,8117,11176,5987,2041,227,0,1934,3352,3465,0,0,106,51,0,1101,153,0,1647,2648,438,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,4271,2971,3862,1911,559,0,0,670,1198,1405,0,0,15,15,0,296,0,0,244,1103,268,0,0,0,0,0
280310,Itabi,4886,115,264,446,813,613,650,461,91,0,0,103,273,176,0,0,3,4,0,86,0,0,101,240,34,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,3486,2396,3144,1701,546,0,0,460,1228,877,0,0,21,12,0,511,0,0,222,899,69,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,2790,1690,2085,1023,265,0,0,297,682,518,0,315,0,8,0,249,0,0,285,427,62,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2165,1025,1918,538,212,0,0,256,492,412,0,524,9,13,0,198,0,0,80,250,10,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,16790,10890,14724,6047,3384,48,0,2006,4084,4382,0,661,99,60,0,1632,46,0,781,3083,505,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,5695,1795,4514,1091,467,0,0,294,706,1088,0,1861,79,19,0,405,0,0,106,568,12,0,0,0,0,0
280370,Macambira,6961,178,337,535,1025,795,1031,574,91,0,0,210,450,269,0,0,9,2,0,90,0,0,127,306,51,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,427,307,291,141,98,0,0,70,90,33,0,0,0,0,0,84,0,0,49,8,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,1461,1061,1211,751,147,0,0,221,485,339,0,0,9,10,0,135,0,0,218,378,20,0,0,0,0,0
280400,Maruim,17271,179,453,898,1661,1211,1495,774,257,0,0,245,548,404,0,0,38,3,0,248,0,0,149,373,4,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1795,1405,1652,908,131,0,0,322,594,589,0,0,8,8,0,129,0,0,316,463,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1448,1084,1402,883,187,0,0,211,382,616,0,0,3,3,0,171,0,0,204,273,235,0,0,0,0,0
280430,Muribeca,7639,120,263,500,891,581,839,370,99,0,0,124,278,324,0,0,13,1,0,97,0,0,56,210,7,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,2476,1646,1987,908,385,0,0,341,656,590,0,0,10,5,0,360,0,0,125,423,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1420,1000,1297,809,138,0,0,219,446,395,0,90,4,5,0,137,0,0,213,359,100,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,4171,2581,3592,2015,792,20,0,685,1303,757,0,0,30,5,0,458,19,0,623,915,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,3379,2559,2954,1694,523,0,0,542,1056,779,0,0,39,15,0,451,0,0,453,741,49,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,888,608,826,493,116,0,0,157,289,261,0,0,0,3,0,109,0,0,75,235,74,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,15815,11215,14224,7675,2218,36,0,1465,3759,6610,0,0,79,57,0,1064,36,0,1290,3220,2065,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1469,949,1285,714,183,0,0,228,452,407,0,0,5,10,0,149,0,0,68,402,95,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,429,319,357,309,64,0,0,68,141,76,0,0,7,1,0,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1053,683,900,255,124,0,0,179,342,240,0,0,9,6,0,97,0,0,47,111,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,961,731,854,503,84,0,0,126,315,315,0,0,9,5,0,80,0,0,122,260,41,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1296,816,1272,540,159,0,0,157,257,443,0,229,24,3,0,152,0,0,147,206,35,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3796,2656,3414,1468,399,0,0,492,1094,1137,0,257,22,13,0,251,0,0,421,785,11,0,0,0,0,0
